,event_type,latitude,longitude,endlatitude,endlongitude,address,event_cause,requires_road_closure,start_datetime,end_datetime,veh_type,corridor,priority,created_date,police_station,closed_datetime,gba_identifier,zone,junction
4496,unplanned,13.0197796,77.7095576,13.0198159,77.7095929,"1st Main Road, Zero Tolerance Junction, KR Puram, Bengaluru, Karnataka. Pin-560049 (India)",vehicle_breakdown,True,2024-01-08 09:14:46.641+00,,lcv,Non-corridor,0.0,2024-01-08 09:15:52.162958+00,K.R. Pura,2024-01-08 09:44:06.445905+00,Bengaluru East Corporation,East Zone 2,
4497,unplanned,12.9968495,77.5847935,0.0,0.0,"Sankey Road, RV Layout, Seshadripuram, Bengaluru, Karnataka. Pin-560020 (India)",accident,False,2023-11-13 20:48:32.053+00,,,Bellary Road 1,1.0,2023-11-13 20:53:16.705792+00,High ground,2023-11-13 22:05:38.534558+00,Bengaluru Central Corporation,Central Zone 2,
4498,unplanned,12.9669599,77.7484269,0.0,0.0,"Sri Karumariamman Temple Road, DS Max Spark, Whitefield, Bengaluru, Karnataka. Pin-560066 (India)",vehicle_breakdown,False,2024-01-08 18:54:18.794+00,,heavy_vehicle,Non-corridor,0.0,2024-01-08 18:56:44.88874+00,Whitefield,2024-01-08 19:10:07.123201+00,Bengaluru East Corporation,East Zone 1,
4499,unplanned,12.9522803,77.7002234,0.0,0.0,"1st Cross Road, Salarpuria Sattva Supreme, Marathahalli Village, Marathahalli, Bengaluru, Karnataka. Pin-560037 (India)",pot_holes,False,2023-11-13 21:13:22.767+00,,,ORR East 1,1.0,2023-11-13 21:17:50.919098+00,HAL Old Airport,2023-11-16 21:05:37.549866+00,Bengaluru East Corporation,East Zone 1,
4500,unplanned,13.0266017,77.5872681,0.0,0.0,"CBI Main Road, KGH Layout, Ganga Nagar, Bengaluru, Karnataka. Pin-560032 (India)",vehicle_breakdown,False,2024-01-22 02:04:20.007+00,,bmtc_bus,Bellary Road 1,1.0,2024-01-22 02:06:10.812556+00,R.T. Nagar,2024-01-22 02:40:44.891704+00,,,
4501,unplanned,12.995969,77.6678125,0.0,0.0,"Old Madras Road, Royal Heritage, Pai Layout, Mahadevapura, Bengaluru, Karnataka. Pin-560016 (India)",pot_holes,False,2023-12-06 22:49:03.265+00,,,ORR North 1,1.0,2023-12-06 22:49:45.415654+00,Banaswadi,,Bengaluru East Corporation,East Zone 2,
4502,unplanned,13.0599489,77.463183,0.0,0.0,"Mumbai Bengaluru Highway, Nadaprabhu Kempegowda Circle, Madanaiyakanahalli, Bengaluru, Karnataka. Pin-562162 (India)",vehicle_breakdown,False,2023-12-06 21:26:21.253+00,,heavy_vehicle,Non-corridor,0.0,2023-12-06 21:27:09.16108+00,No Police Station,,,,
4503,unplanned,13.060012,77.4632605,0.0,0.0,"Mumbai Bengaluru Highway, Nadaprabhu Kempegowda Circle, Madanaiyakanahalli, Bengaluru, Karnataka. Pin-562162 (India)",vehicle_breakdown,False,2023-12-06 21:27:11.571+00,,heavy_vehicle,Non-corridor,0.0,2023-12-06 21:27:51.337933+00,No Police Station,,,,
4504,unplanned,13.0014389,77.5838218,0.0,0.0,"Sankey Road, Rajamahal Guttahalli, Bengaluru, Karnataka. Pin-560003 (India)",vehicle_breakdown,False,2023-11-14 01:55:13.837+00,,truck,Bellary Road 1,1.0,2023-11-14 01:57:07.91844+00,Sadashivanagar,,Bengaluru West Corporation,West Zone 2,
4505,unplanned,12.9424775,77.7470829,0.0,0.0,"Muthsandra Main Road, KSRTC Travel House Junction, Varthur Marattahalli, Bengaluru, Karnataka. Pin-560087 (India)",procession,False,2023-12-06 21:46:49.371+00,,,Non-corridor,0.0,2023-12-06 21:47:50.126011+00,Whitefield,,Bengaluru East Corporation,East Zone 1,
4506,unplanned,12.8968387,77.5711191,0.0,0.0,"Konanakunte Main Road, Narasamma Layout, Konanakunte, Bengaluru, Karnataka. Pin-560062 (India)",vehicle_breakdown,False,2023-12-07 01:06:34.802+00,,bmtc_bus,Non-corridor,0.0,2023-12-07 01:07:33.585622+00,Thalagattapura,,Bengaluru South Corporation,South Zone 2,
4507,unplanned,13.0134371,77.6166422,13.0136423,77.6165593,"Vinoba Nagar Main Road, Narasimha Block, Pillanna Garden, Bengaluru, Karnataka. Pin-560045 (India)",vehicle_breakdown,True,2023-11-14 03:58:06.42+00,,bmtc_bus,Non-corridor,0.0,2023-11-14 03:59:24.274714+00,K.G. Halli,,Bengaluru North Corporation,North Zone 1,
4508,unplanned,13.0264842,77.5448307,0.0,0.0,"Mumbai Bengaluru Highway, Brigade Deccan Heights, Yeshwanthpur Industrial Area Phase 1, Yeshwanthpur, Bengaluru, Karnataka. Pin-560022 (India)",vehicle_breakdown,False,2024-01-08 20:08:21.794+00,,truck,Tumkur Road,1.0,2024-01-08 20:10:14.438409+00,Yeshwanthpura,2024-01-08 21:32:32.275451+00,Bengaluru West Corporation,West Zone 1,
4509,planned,12.9016722,77.6605921,12.89936609,77.65940074,"Sri Dinne Anjaneya Swamy Temple Road, Madduramma Junction, Ambalipura, Bengaluru, Karnataka. Pin-560102 (India)",procession,True,2024-01-22 00:15:22.356+00,2024-01-22 03:05:46+00,,Non-corridor,0.0,2024-01-22 00:18:01.88992+00,Bellandur,,,,
4510,unplanned,12.9718578,77.5129088,0.0,0.0,"Dr Rajkumar Puniya Bhoomi Road, KUS Layout, Nagarbhavi Stage 2, Bengaluru, Karnataka. Pin-560072 (India)",vehicle_breakdown,False,2024-01-08 20:07:27.954+00,,heavy_vehicle,Non-corridor,0.0,2024-01-08 20:10:49.661774+00,Jnanabharathi,,Bengaluru West Corporation,West Zone 1,
4511,unplanned,13.0197731,77.7087354,0.0,0.0,"MBT Road, Zero Tolerance Junction, KR Puram, Bengaluru, Karnataka. Pin-560049 (India)",vehicle_breakdown,False,2024-01-22 02:44:56.727+00,,lcv,Non-corridor,0.0,2024-01-22 02:46:40.211045+00,K.R. Pura,2024-01-22 03:53:34.458874+00,,,
4512,unplanned,13.0841133,77.5518104,,,"Yelahanka Road, Adithyanagara, Attur, Bengaluru North City Corporation, Bengaluru, Yelahanka taluku, Bengaluru Urban, Karnataka, 560097, India",accident,False,2023-11-14 05:22:03.832884+00,,,Non-corridor,0.0,2023-11-14 05:24:01.720211+00,Yelahanka,2023-11-14 05:58:44.10391+00,Bengaluru North Corporation,North Zone 2,
4513,unplanned,12.95636169,77.73183671,0.0,0.0,"HAL Airport Road, Miraya Rose, Siddapura, Bengaluru, Karnataka. Pin-560066 (India)",vehicle_breakdown,False,2023-12-07 02:29:11.302+00,,others,Varthur Road,1.0,2023-12-07 02:30:05.768991+00,Whitefield,2023-12-07 02:37:05.923565+00,Bengaluru East Corporation,East Zone 1,
4514,unplanned,13.05972511,77.57677197,0.0,0.0,"Kodigehalli Main Road, Kodigehalli Circle, Sahakara Nagar, Bengaluru, Karnataka. Pin-560092 (India)",vehicle_breakdown,False,2024-01-22 03:01:39.184+00,,bmtc_bus,Non-corridor,0.0,2024-01-22 03:02:30.250747+00,Kodigehalli,2024-01-22 03:18:27.418071+00,,,
4515,unplanned,12.9389341,77.7474303,0.0,0.0,"Varthur Main Road, Varthur Marattahalli, Bengaluru, Karnataka. Pin-560087 (India)",congestion,False,2024-01-22 02:55:36.112+00,,,Non-corridor,0.0,2024-01-22 02:56:53.120399+00,Whitefield,,,,
4516,unplanned,12.9137134,77.6775778,12.913864,77.677661,"Amrutha College Road, Sri Venkateshwara Circle, Haralur, Bengaluru, Karnataka. Pin-560035 (India)",vehicle_breakdown,True,2024-01-08 20:18:29.473+00,,bmtc_bus,Non-corridor,0.0,2024-01-08 20:20:16.14312+00,Bellandur,2024-01-08 21:02:23.898939+00,Bengaluru South Corporation,South Zone 2,
4517,unplanned,12.9957617,77.7580471,0.0,0.0,"Whitefield Main Road, MJR Pearl, Kadugodi, Bengaluru, Karnataka. Pin-560067 (India)",vehicle_breakdown,False,2023-11-14 08:32:05.768+00,,lcv,Non-corridor,0.0,2023-11-14 08:34:04.655642+00,Mahadevapura,,Bengaluru East Corporation,East Zone 1,
4518,unplanned,12.9962836,77.6687917,0.0,0.0,"MBT Road, Royal Heritage, Pai Layout, Mahadevapura, Bengaluru, Karnataka. Pin-560016 (India)",vehicle_breakdown,False,2023-11-14 19:19:36.187+00,,private_bus,ORR North 1,1.0,2023-11-14 19:20:29.477841+00,Mahadevapura,,Bengaluru East Corporation,East Zone 2,
4519,unplanned,13.0050412,77.6856826,0.0,0.0,"MBT Road, SM Layout, Dooravani Nagar, Bengaluru, Karnataka. Pin-560016 (India)",road_conditions,False,2024-01-08 21:08:50.36+00,,,Non-corridor,0.0,2024-01-08 21:10:27.658754+00,K.R. Pura,2024-04-18 03:09:43.820192+00,Bengaluru East Corporation,East Zone 2,
4520,unplanned,13.0600554,77.465896,0.0,0.0,"Mumbai Bengaluru Highway, Bynapalya, Madanaiyakanahalli, Bengaluru, Karnataka. Pin-562162 (India)",vehicle_breakdown,False,2024-01-22 07:40:44.877+00,,lcv,Non-corridor,0.0,2024-01-22 07:47:40.117502+00,No Police Station,,,,
4521,unplanned,12.9902837,77.5043876,0.0,0.0,"Magadi Main Road, Sunkadakatte, Bengaluru, Karnataka. Pin-560091 (India)",vehicle_breakdown,False,2024-01-08 19:16:57.563+00,,ksrtc_bus,Magadi Road,1.0,2024-01-08 19:20:14.399707+00,Kamakshipalya,,Bengaluru West Corporation,West Zone 1,
4522,unplanned,12.9113033,77.5670083,0.0,0.0,"Dayanand Sagar College Road, Teachers Colony, Stage 1, Kumaraswamy Layout, Bengaluru, Karnataka. Pin-560078 (India)",vehicle_breakdown,False,2023-12-07 04:30:55.598+00,,bmtc_bus,ORR West 1,1.0,2023-12-07 04:31:41.513078+00,K.S. Layout,2023-12-07 06:06:56.782034+00,Bengaluru South Corporation,South Zone 1,
4523,unplanned,12.9907263,77.5015706,0.0,0.0,"Pipeline Road, Hoysala Nagar, Sunkadakatte, Bengaluru, Karnataka. Pin-560091 (India)",others,False,2023-11-14 20:22:06.22+00,,,Magadi Road,1.0,2023-11-14 20:25:52.037662+00,Kamakshipalya,2023-11-19 09:01:30.502766+00,Bengaluru West Corporation,West Zone 1,
4524,unplanned,13.0486094,77.5137389,0.0,0.0,"2nd Main Road, Maleshwaramma Nagar, T Dasarahalli, Bengaluru, Karnataka. Pin-560057 (India)",vehicle_breakdown,False,2023-12-07 04:34:45.418+00,,bmtc_bus,Mysore Road,1.0,2023-12-07 04:36:01.126133+00,Halasuru Gate,,Bengaluru North Corporation,North Zone 2,
4525,unplanned,13.0116593,77.6159324,13.0116402,77.6159211,"Nagawara Main Road, Bilal Nagar, Pillanna Garden, Bengaluru, Karnataka. Pin-560045 (India)",water_logging,True,2023-11-14 20:47:06.998+00,,,Non-corridor,0.0,2023-11-14 20:47:36.976934+00,K.G. Halli,2023-11-18 03:01:07.08225+00,Bengaluru North Corporation,North Zone 1,
4526,unplanned,13.0393963,77.6417466,0.0,0.0,"Hennuru Road, Skyline Retreat, Vaddrapalya, Hennuru, Bengaluru, Karnataka. Pin-560043 (India)",construction,False,2023-11-14 20:50:52.521+00,,,Airport New South Road,1.0,2023-11-14 20:53:22.761003+00,Hennuru,2023-11-28 20:57:30.65049+00,Bengaluru North Corporation,North Zone 1,
4527,planned,13.09944256,77.6981959,,,"D Group Employees Layout, Yarappanahalli, Bangalore East, Bengaluru Urban, Karnataka, 562149, India",public_event,False,2023-11-28 04:57:42.525+00,2023-12-07 05:05:46+00,,Non-corridor,0.0,2023-11-28 04:58:26.3719+00,K.R. Pura,,,,
4528,unplanned,12.9887556,77.4994315,0.0,0.0,"Magadi Main Road, Janapriya Bharat Enclave, Sri Venkateshwara Industrial Estate, Sunkadakatte, Bengaluru, Karnataka. Pin-560091 (India)",pot_holes,False,2024-01-03 05:56:04.051+00,,,Magadi Road,1.0,2024-01-03 05:57:28.073537+00,Kamakshipalya,2024-01-08 23:43:47.407542+00,Bengaluru West Corporation,West Zone 1,
4529,unplanned,12.93880013,77.52290747,0.0,0.0,"Mysore Road, Vishwapriya Vertical Garden, Pantarapalya, Bengaluru, Karnataka. Pin-560039 (India)",vehicle_breakdown,False,2023-12-07 06:22:29.776+00,,bmtc_bus,Mysore Road,1.0,2023-12-07 06:23:24.434424+00,Byatarayanapura,2023-12-07 08:15:18.8079+00,Bengaluru West Corporation,West Zone 1,
4530,unplanned,12.9890709,77.5072986,0.0,0.0,"Magadi Main Road, Muthuraya Swamy Extension, Sunkadakatte, Bengaluru, Karnataka. Pin-560091 (India)",vehicle_breakdown,False,2024-01-08 23:44:15.976+00,,heavy_vehicle,Magadi Road,1.0,2024-01-08 23:45:38.145157+00,Kamakshipalya,2024-01-08 23:52:35.871722+00,Bengaluru West Corporation,West Zone 1,
4531,unplanned,13.0572585,77.6484155,0.0,0.0,"Hennur Main Road, Muninanjappa Layout, Narayanpura, Kothnur Narayanapura, Bengaluru, Karnataka. Pin-560077 (India)",construction,False,2023-11-14 21:00:25.838+00,,,Non-corridor,0.0,2023-11-14 21:04:19.53692+00,Hennuru,2024-01-01 08:33:47.87156+00,Bengaluru East Corporation,East Zone 2,
4532,unplanned,12.9118314,77.6257063,0.0,0.0,"Hosur Road, Krimson Square, Muneshwara Nagar, HSR Layout, Bengaluru, Karnataka. Pin-560102 (India)",vehicle_breakdown,False,2023-12-07 07:15:18.073+00,,bmtc_bus,Hosur Road,1.0,2023-12-07 07:19:04.048019+00,Madiwala,2023-12-07 08:31:26.890321+00,Bengaluru South Corporation,South Zone 2,
4533,unplanned,12.9475888,77.5239633,0.0,0.0,"Magadi Road, Sri Rajkumar Circle, Nayandahalli, Bengaluru, Karnataka. Pin-560039 (India)",vehicle_breakdown,False,2023-12-07 06:07:58.909+00,,bmtc_bus,Non-corridor,0.0,2023-12-07 06:08:58.311859+00,Byatarayanapura,,Bengaluru West Corporation,West Zone 1,
4534,unplanned,13.0034967,77.6632833,0.0,0.0,"MBT Road, Kasturi Nagar, Banaswadi, Bengaluru, Karnataka. Pin-560043 (India)",vehicle_breakdown,False,2023-12-07 06:21:53.46+00,,bmtc_bus,ORR North 1,1.0,2023-12-07 06:23:44.060687+00,Banaswadi,,Bengaluru East Corporation,East Zone 2,
4535,planned,13.184446,77.6797199,0.0,0.0,"Unnamed Road, Begur Chikkanahalli, Bengaluru, Karnataka. Pin-562149 (India)",protest,False,2023-11-14 22:57:07.409+00,2023-11-14 23:15:46+00,,Non-corridor,0.0,2023-11-14 22:59:30.983441+00,Chikkajala,2023-11-14 23:15:22.011742+00,,,
4536,unplanned,12.9896263,77.5017355,0.0,0.0,"Magadi Main Road, Hanumantharayan Palya, Sunkadakatte, Bengaluru, Karnataka. Pin-560091 (India)",vehicle_breakdown,False,2023-11-14 23:45:04.122+00,,heavy_vehicle,Magadi Road,1.0,2023-11-14 23:46:07.101604+00,Kamakshipalya,2023-11-15 00:20:00.414995+00,Bengaluru West Corporation,West Zone 1,
4537,planned,12.9694366,77.7006513,0.0,0.0,"Outer Ring Road, Karthik Nagar, Marathahalli, Bengaluru, Karnataka. Pin-560037 (India)",construction,False,2023-12-06 21:27:15.779+00,2023-12-07 09:05:46+00,,ORR East 2,1.0,2023-12-06 21:28:08.481449+00,HAL Old Airport,,Bengaluru East Corporation,East Zone 1,
4538,unplanned,13.0578168,77.4688209,0.0,0.0,"Mumbai Bengaluru Highway, Bailappana Palya, Bengaluru, Karnataka. Pin-562162 (India)",vehicle_breakdown,False,2023-12-07 07:56:45.984+00,,ksrtc_bus,Non-corridor,0.0,2023-12-07 07:57:41.092787+00,No Police Station,,,,
4539,unplanned,12.9971792,77.5845996,0.0,0.0,"Sankey Road, RV Layout, Seshadripuram, Bengaluru, Karnataka. Pin-560020 (India)",vehicle_breakdown,False,2023-12-07 08:38:57.431+00,,bmtc_bus,Bellary Road 1,1.0,2023-12-07 08:42:25.306719+00,High ground,,Bengaluru Central Corporation,Central Zone 2,
4540,unplanned,12.999465,77.5842967,12.999465,77.5842967,"Sankey Road, MD Nanjundaswamy Circle, Rajamahal Guttahalli, Bengaluru, Karnataka. Pin-560003 (India)",others,True,2024-01-09 01:57:45.993+00,,,Bellary Road 1,1.0,2024-01-09 01:59:29.92393+00,Sadashivanagar,2024-01-09 03:13:05.451451+00,Bengaluru West Corporation,West Zone 2,
4541,unplanned,13.0497305,77.5947628,13.0439099,77.5907007,"Kempapura Main Road, Chiranjeev Layout, Hebbal Kempapura, Bengaluru, Karnataka. Pin-560024 (India)",road_conditions,False,2023-12-07 13:00:17.063+00,,,Bellary Road 1,1.0,2023-12-07 13:07:37.872999+00,Hebbala,,Bengaluru North Corporation,North Zone 1,
4542,unplanned,13.0442323,77.5210725,0.0,0.0,"SM Road, Kalahasti Nagar, T Dasarahalli, Bengaluru, Karnataka. Pin-560057 (India)",vehicle_breakdown,False,2023-11-15 00:03:34.682+00,,truck,Non-corridor,0.0,2023-11-15 00:06:07.205117+00,Chikkabanavara,,Bengaluru North Corporation,North Zone 2,
4543,unplanned,13.039231,77.6413996,0.0,0.0,"Hennur Main Road, Skyline Retreat, Vaddrapalya, Hennuru, Bengaluru, Karnataka. Pin-560043 (India)",vehicle_breakdown,False,2023-12-07 09:04:38.584+00,,truck,Airport New South Road,1.0,2023-12-07 09:07:08.631475+00,Hennuru,,Bengaluru North Corporation,North Zone 1,
4544,unplanned,13.0411591,77.5457924,0.0,0.0,"Outer Ring Road, Sharadamba Nagar, Jalahalli Village, Jalahalli, Bengaluru, Karnataka. Pin-560013 (India)",others,False,2023-12-07 18:57:18.997+00,,,ORR North 2,1.0,2023-12-07 18:58:39.904042+00,Jalahalli,2024-01-03 06:39:14.02897+00,Bengaluru North Corporation,North Zone 2,
4545,unplanned,13.1544591,77.7275651,0.0,0.0,"Road Number 6, Gollahalli North Taluka, Bengaluru, Karnataka. Pin-562149 (India)",accident,False,2024-01-09 02:15:17.738+00,,,Non-corridor,0.0,2024-01-09 02:17:17.76835+00,Chikkajala,,,,
4546,unplanned,12.9486698,77.7179181,0.0,0.0,"Vibgyor High School Road, Vaswani Menlo Park, Thubarahalli, Bengaluru, Karnataka. Pin-560066 (India)",vehicle_breakdown,False,2023-11-15 04:03:41.064+00,,heavy_vehicle,Non-corridor,0.0,2023-11-15 04:05:10.162885+00,Whitefield,2023-11-15 04:17:33.655914+00,Bengaluru East Corporation,East Zone 1,
4547,unplanned,12.9889819,77.5002871,0.0,0.0,"Magadi Main Road, Hanumantharayan Palya, Sunkadakatte, Bengaluru, Karnataka. Pin-560091 (India)",vehicle_breakdown,False,2024-01-09 04:29:03.13+00,,heavy_vehicle,Magadi Road,1.0,2024-01-09 04:29:55.038185+00,Kamakshipalya,,Bengaluru West Corporation,West Zone 1,
4548,unplanned,12.9514817,77.5207876,0.0,0.0,"6th Cross Road, Block 3, Chandra Layout Stage 1, Bengaluru, Karnataka. Pin-560072 (India)",vehicle_breakdown,False,2023-12-07 19:38:12.743+00,,heavy_vehicle,Non-corridor,0.0,2023-12-07 19:40:55.219706+00,Byatarayanapura,,Bengaluru West Corporation,West Zone 1,
4549,unplanned,12.9742933,77.75069,0.0,0.0,"Whitefield Main Road, Assetz 66 & Shibui, Whitefield, Bengaluru, Karnataka. Pin-560066 (India)",vehicle_breakdown,False,2023-11-15 01:37:20.867+00,,heavy_vehicle,Non-corridor,0.0,2023-11-15 01:39:41.880222+00,Whitefield,,Bengaluru East Corporation,East Zone 1,
4550,unplanned,12.9498464,77.6993198,0.0,0.0,"Outer Ring Road, Soulspace Paradigm, Marathahalli Village, Marathahalli, Bengaluru, Karnataka. Pin-560037 (India)",vehicle_breakdown,False,2023-12-07 19:36:11.456+00,,bmtc_bus,ORR East 1,1.0,2023-12-07 19:38:28.156849+00,HAL Old Airport,2023-12-07 19:50:02.452003+00,Bengaluru East Corporation,East Zone 1,
4551,unplanned,13.0394665,77.6413904,13.0394702,77.6416337,"Kempegowda Road, Skyline Retreat, Vaddrapalya, Hennuru, Bengaluru, Karnataka. Pin-560043 (India)",road_conditions,True,2023-11-15 04:53:44.64+00,,,Airport New South Road,1.0,2023-11-15 04:56:16.842448+00,Hennuru,2023-11-15 19:29:05.75589+00,Bengaluru North Corporation,North Zone 1,
4552,unplanned,12.9227359,77.6700495,0.0,0.0,"Outer Ring Road, AGR Pinnacle, Bellandur, Bengaluru, Karnataka. Pin-560103 (India)",accident,False,2023-11-15 05:40:35.62+00,,,ORR East 1,1.0,2023-11-15 05:43:51.849246+00,Bellandur,2023-11-15 06:10:09.936507+00,Bengaluru East Corporation,East Zone 1,
4553,unplanned,13.0504655,77.5529785,0.0,0.0,"HMT Main Road, Dr K Shivaramakarantha Circle, Jalahalli, Bengaluru, Karnataka. Pin-560013 (India)",vehicle_breakdown,False,2023-11-15 05:28:28.184+00,,private_bus,Non-corridor,0.0,2023-11-15 05:32:53.237855+00,Jalahalli,,Bengaluru North Corporation,North Zone 2,
4554,unplanned,12.9928394,77.7112655,0.0,0.0,"Whitefield Road, KEB Colony, Hoodi, Bengaluru, Karnataka. Pin-560048 (India)",vehicle_breakdown,False,2023-11-15 06:16:14.691+00,,bmtc_bus,Non-corridor,0.0,2023-11-15 06:17:56.180454+00,Mahadevapura,,Bengaluru East Corporation,East Zone 1,
4555,planned,12.9696116,77.7009772,0.0,0.0,"Outer Ring Road, LRDE Employee Housing Colony, Karthik Nagar, Marathahalli, Bengaluru, Karnataka. Pin-560037 (India)",construction,False,2023-11-14 20:54:58.344+00,2023-11-15 09:05:46+00,,ORR East 2,1.0,2023-11-14 20:56:00.32095+00,HAL Old Airport,,Bengaluru East Corporation,East Zone 1,
4556,unplanned,13.0060289,77.5932338,0.0,0.0,"JC Nagar Main Road, Munireddypalya, JC Nagar, Bengaluru, Karnataka. Pin-560006 (India)",vehicle_breakdown,False,2023-11-15 08:32:15.342+00,,private_bus,Non-corridor,0.0,2023-11-15 08:34:40.076798+00,R.T. Nagar,,Bengaluru North Corporation,North Zone 2,
4557,planned,13.0511128,77.5930445,0.0,0.0,"Bellary Road, Esteem Mall, Hebbal Kempapura, Bengaluru, Karnataka. Pin-560024 (India)",construction,False,2023-12-07 21:20:16.503+00,2023-12-07 17:20:46+00,,Bellary Road 1,1.0,2023-12-07 21:22:13.728471+00,Kodigehalli,,Bengaluru North Corporation,North Zone 1,
4558,unplanned,13.042539,77.5495742,0.0,0.0,"Outer Ring Road, Muthyala Nagar, Bengaluru, Karnataka. Pin-560054 (India)",vehicle_breakdown,False,2023-12-07 21:23:00.346+00,,lcv,ORR North 2,1.0,2023-12-07 21:23:42.377008+00,Jalahalli,,Bengaluru North Corporation,North Zone 2,
4559,unplanned,13.0199049,77.709868,13.0199203,77.7097159,"2nd Main Road, Hosabasavanapura, KR Puram, Bengaluru, Karnataka. Pin-560049 (India)",vehicle_breakdown,True,2024-01-09 05:11:34.705+00,,others,Non-corridor,0.0,2024-01-09 05:12:25.258533+00,K.R. Pura,2024-01-09 06:09:55.335348+00,Bengaluru East Corporation,East Zone 2,
4560,unplanned,12.9692572,77.7498516,0.0,0.0,"Whitefield Main Road, HBK Layout, Whitefield, Bengaluru, Karnataka. Pin-560066 (India)",vehicle_breakdown,False,2023-11-15 18:48:48.465+00,,truck,Non-corridor,0.0,2023-11-15 18:51:07.204961+00,Whitefield,,Bengaluru East Corporation,East Zone 1,
4561,unplanned,13.0491785,77.5549561,0.0,0.0,"Rajatha Bhavana Road, Dr K Shivaramakarantha Circle, Jalahalli, Bengaluru, Karnataka. Pin-560013 (India)",vehicle_breakdown,False,2024-01-09 06:14:04.003+00,,bmtc_bus,Non-corridor,0.0,2024-01-09 06:15:44.24797+00,Jalahalli,2024-01-09 07:09:20.771255+00,Bengaluru North Corporation,North Zone 1,
4562,unplanned,12.9621653,77.5642902,0.0,0.0,"Mysore Road, Sirsi Circle, Chamarajpet, Bengaluru, Karnataka. Pin-560018 (India)",vehicle_breakdown,False,2023-12-07 22:19:56.906+00,,bmtc_bus,Mysore Road,1.0,2023-12-07 22:20:58.502666+00,Chamarajpet,2023-12-07 23:22:15.840098+00,Bengaluru Central Corporation,Central Zone 2,
4563,planned,12.9694104,77.7006492,0.0,0.0,"Outer Ring Road, Karthik Nagar, Marathahalli, Bengaluru, Karnataka. Pin-560037 (India)",construction,False,2023-11-15 20:54:54.089+00,2023-11-16 09:05:46+00,,ORR East 2,1.0,2023-11-15 20:55:39.670183+00,HAL Old Airport,,Bengaluru East Corporation,East Zone 1,
4564,unplanned,13.0137217,77.7000983,13.0130283,77.6997833,"MBT Road, KR Puram Extension, Bengaluru, Karnataka. Pin-560036 (India)",vehicle_breakdown,True,2023-11-15 20:45:10.025+00,,heavy_vehicle,Non-corridor,0.0,2023-11-15 20:56:05.966332+00,K.R. Pura,,Bengaluru East Corporation,East Zone 2,
4565,unplanned,12.88344484,77.57432792,0.0,0.0,"Lat: 12.883445, Lng: 77.574328",pot_holes,False,2023-12-07 23:07:06.405+00,,,Non-corridor,0.0,2023-12-07 23:07:51.700187+00,Jayanagara,,,,
4566,unplanned,12.9126411,77.6250896,0.0,0.0,"Hosur Road, Krimson Square, Muneshwara Nagar, HSR Layout, Bengaluru, Karnataka. Pin-560102 (India)",vehicle_breakdown,False,2023-11-15 21:22:14.849+00,,bmtc_bus,Hosur Road,1.0,2023-11-15 21:27:51.90847+00,Madiwala,,Bengaluru South Corporation,South Zone 2,
4567,unplanned,13.0529745,77.631348,0.0,0.0,"Thanisandra Main Road, Aswath Nagar Circle, Thanisandra, Bengaluru, Karnataka. Pin-560077 (India)",vehicle_breakdown,False,2024-01-09 04:32:20.823+00,,bmtc_bus,Hennur Main Road,1.0,2024-01-09 04:34:11.52609+00,Hennuru,,Bengaluru North Corporation,North Zone 1,
4568,unplanned,12.8748071,77.6692195,0.0,0.0,"Hosa Road, Bhadregowda Layout, Rayasandra, Bengaluru, Karnataka. Pin-560100 (India)",vehicle_breakdown,False,2024-01-09 06:52:42.542+00,,bmtc_bus,Non-corridor,0.0,2024-01-09 06:56:23.057707+00,Electronic City,2024-01-09 07:53:50.258449+00,Bengaluru South Corporation,South Zone 1,
4569,unplanned,12.8417072,77.6442073,0.0,0.0,"Neeladri Road, Himagiri Residency, Bettadasanapura, Bengaluru, Karnataka. Pin-560100 (India)",vehicle_breakdown,False,2023-11-15 21:43:26.893+00,,others,Non-corridor,0.0,2023-11-15 21:45:48.949026+00,Electronic City,2023-11-15 23:22:20.934289+00,,,
4570,unplanned,13.0139185,77.5793879,0.0,0.0,"15th Main Road, RMV Extension, Sadashiva Nagar, Bengaluru, Karnataka. Pin-560080 (India)",tree_fall,False,2024-01-09 07:15:20.482+00,,,Non-corridor,0.0,2024-01-09 07:16:30.196274+00,Sadashivanagar,2024-01-09 08:45:51.2841+00,Bengaluru West Corporation,West Zone 2,
4571,unplanned,12.9153517,77.6900667,,,"Bellandur Doddakannelli Road, Vars Parkwood, Bellandur, Bengaluru, Karnataka. Pin-560103 (India)",accident,False,2024-01-09 05:55:50.514344+00,,,Non-corridor,0.0,2024-01-09 06:50:56.666275+00,Bellandur,,Bengaluru East Corporation,East Zone 1,
4572,unplanned,13.0098453,77.6500858,0.0,0.0,"2nd Cross Road, PRS Residential Layout, Banaswadi, Bengaluru, Karnataka. Pin-560043 (India)",vehicle_breakdown,False,2023-11-16 00:08:00.886+00,,bmtc_bus,Non-corridor,0.0,2023-11-16 00:08:30.594026+00,Banaswadi,,Bengaluru North Corporation,North Zone 1,
